target_word,PoS,example_1,example_2,index1,index2,label
take,V,Tomorrow the doctor will take the cast off her arm .,Mother took our plates away and came back with some fruit for us to eat .,4,1,T
ringing,N,The ringing of the telephone .,"The tintinnabulation that so voluminously swells from the ringing and the dinging of the bells ""-- E. A. Poe .",1,8,T
call,N,He heard the phone ringing but did n't want to take the call .,I received several calls today .,12,3,T
number,N,She refused to give them her Social Security number .,She preferred the black nylon number .,8,5,F
breath,N,I could hear the breath of the runner behind me .,The child 's breath came quickly and unevenly .,4,3,T
beat,V,They were beaten by a more aggressive team .,Beat the egg whites .,2,0,F
chance,N,We had the chance to meet the president last week .,Now is your chance .,3,3,T
practice,N,It is the usual practice of employees there to wear neckties only when meeting with customers .,It is their practice to give annual raises .,4,3,T
allow,V,To allow a servant his liberty .,Mandela was allowed few visitors in prison .,1,2,F
train,N,They joined the wagon train for safety .,The bride 's train was carried by her two young nephews .,4,3,F
blow,V,There 's nothing more thrilling to the whale watcher than to see a whale surface and blow .,The leaves were blowing in the wind .,16,3,F
deal,N,A deal of trouble .,He rose to prominence through a series of shady deals .,1,9,F
difference,N,His support made a real difference .,The difference in her is amazing .,5,1,T
connection,N,The connection between overeating and obesity .,My headache has no connection with me going out last night .,1,4,T
block,V,The offensive linemen tried to block the blitz .,He blocked the basketball player 's shot .,5,1,T
reaction,N,When I last tried to eat strawberries I had a terrible allergic reaction .,John feared his mother 's reaction when she saw the broken lamp .,12,5,F
break,V,"I do n't know how to break this to you , but your cat is not coming back .","When news of their divorce broke , ...",6,5,T
office,N,A municipal office .,He rented an office in the new building .,2,3,F
push,V,"` Now push hard , ' said the doctor to the woman .",He pushed her to finish her doctorate .,2,1,F
attendance,N,John 's attendance for the conventions was not good .,Attendance was up by 50 per cent .,2,0,F
air,N,Open a window and let in some air .,Air pollution .,7,0,T
loss,N,A serious loss of business .,Weight loss .,2,1,T
texture,N,Fish with a delicate flavor and texture .,Breadfruit has the same texture as bread .,6,4,T
coast,N,The coast is clear .,The children lined up for a coast down the snowy slope .,1,6,F
arouse,V,To arouse anger .,To arouse jealousy .,1,1,T
land,V,It can be tricky to land a helicopter .,This may land you in jail .,5,2,T
leave,V,She did n't leave until midnight .,The ship leaves at midnight .,3,2,T
product,N,This is a product of lime and nitric acid .,Skill is the product of hours of practice .,3,3,F
life,N,He gave up on life .,"Having experienced both , the vampire decided that he preferred (un)death to life .",4,12,T
weakness,N,The weakness of the span was overlooked until it collapsed .,His weakness increased as he became older .,1,1,T
end,N,He came to a bad end .,The so-called glorious experiment came to an inglorious end .,5,8,T
richness,N,The fire-light gave a richness of coloring to that side of the room .,The richness all around unsettled him for he had expected to find poverty .,4,1,F
smother,V,Smother a yawn .,The butter cream smothered the cake .,0,3,F
call,V,We could always call on a friend .,He called me a bastard .,3,1,F
know,V,It is vital that he not know .,I want to know who is winning the game !,6,3,T
luck,N,Bad luck caused his downfall .,Gilbert had some bad luck yesterday — he got pick - pocketed and lost fifty dollars .,1,4,T
traffic,N,Traffic on the internet is lightest during the night .,Heavy traffic overloaded the trunk lines .,0,1,T
sense,N,A sense of self .,A sense of danger .,1,1,T
space,N,They stopped at an open space in the jungle .,The astronauts walked in outer space without a tether .,5,5,F
water,N,First you have to cut off the water .,The boat was found in within the territorial waters .,7,8,F
play,V,On weekends I play .,She played all her money on the dark horse .,3,1,F
path,N,The hurricane demolished houses in its path .,Genius usually follows a revolutionary path .,6,5,F
stock,N,The rifle had been fitted with a special stock .,She made gravy with a base of beef stock .,8,8,F
fit,V,This man ca n't fit himself into our work environment .,"The small shirt does n't fit me , so I 'll buy the medium size .",4,5,F
drive,V,Drive the forest .,We drove to the university every morning .,0,1,F
view,N,They were soon out of view .,Consider what follows from the positivist view .,5,6,F
run,V,Run a new program on the Mac .,Run the dishwasher .,0,0,T
body,N,The body of the car was badly rusted .,Wool has more body than rayon .,1,3,F
charger,N,Put the batteries in the charger overnight so we can use them tomorrow .,The knight rode a white charger .,5,5,F
know,V,I know him under a different name .,This flower is known as a Peruvian Lily .,1,3,T
grip,N,The grip of a sword .,It was an old briefcase but it still had a good grip .,1,11,T
patch,N,I lost my locket in this patch of grass here .,Does n't that patch of clouds looks like a bunny ?,6,3,T
know,V,I want to know who is winning the game !,I know it 's time .,3,1,T
fill,N,She had heard her fill of gossip .,He ate his fill of potatoes .,4,3,T
formation,N,The formation of sentences .,A defensive formation .,1,2,F
foot,N,The foot of the mountain .,The foot of the page .,1,1,T
point,N,They sailed south around the point .,She scored three points .,5,3,F
order,N,The machinery is out of order .,Magnolias belong to the order Magnoliales .,5,4,F
purchase,V,"To purchase land , to purchase a house .",The family purchased a new car .,1,2,T
loss,N,The match ended in their first loss of the season .,His loss of credibility led to his resignation .,6,1,T
cut,V,Cut trenches .,Cut a hole .,0,0,T
drift,V,Drift the cattle herds westwards .,The laborers drift from one town to the next .,0,2,F
window,N,The expanded window will give us time to catch the thieves .,Launch window .,2,1,T
shelve,V,Shelve books .,The library needs volunteers to help shelve books .,0,6,T
ensure,V,This nest egg will ensure a nice retirement for us .,The circumstances ensured that he would arrive in time .,4,2,T
end,N,No one wanted to play end .,The end of the pier .,5,1,F
quality,N,"The quality of mercy is not strained ""-- Shakespeare .","While being impulsive can be great for artists , it is not a desirable quality for engineers .",1,14,T
set,V,Set fire to a building .,The moon sets at eight o'clock tonight .,0,2,F
operation,N,The cognitive operation of remembering .,A multinational operation .,2,2,F
approach,V,Approach a new project .,Approach a task .,0,0,T
clear,V,Clear the leaves from the lawn .,The balloon cleared the tree tops .,0,2,F
stone,V,People wanted to stone the woman who had a child out of wedlock .,She got stoned to death after they found her .,3,2,T
admit,V,This ticket will admit one adult to the show .,This pipe admits air .,3,2,F
rock,N,That mountain is solid rock .,He threw a rock at me .,4,3,F
run,V,Run a new program on the Mac .,Our coach had us running plays for the whole practice .,0,4,T
feeder,N,A bark feeder .,A mud feeder .,2,2,T
float,V,Float a ship .,The boat floated on the water .,0,2,F
end,N,One end of the box was marked ` This side up ' .,We have given it at the end of the section since it involves the calculus .,1,6,F
head,N,200 head of cattle .,200 head of cattle and 50 head of horses .,1,1,T
danger,N,There was widespread danger of disease .,You are in no danger .,3,4,T
drop,V,Drop him from the Republican ticket .,Stock prices dropped .,0,2,F
reaction,N,When I last tried to eat strawberries I had a terrible allergic reaction .,You were in the courtroom . What is your reaction ?,12,9,T
end,N,He came to a bad end .,No one wanted to play end .,5,5,F
grain,N,A grain of sand .,Saw the board across the grain .,1,5,F
shot,N,He left me an almost impossible shot .,He is a crack shot .,6,4,F
marriage,N,A long and happy marriage .,Their marriage was conducted in the chapel .,4,1,F
strike,V,Strike a bargain .,"The Germans struck Poland on Sept. 1 , 1939 .",0,2,F
have,V,The only girl who would have him was the miller 's daughter .,"We had a hard year last year , with the locust swarms and all that .",5,1,F
be,V,I shall be writing to you soon .,There was a lot of noise in the kitchen .,2,1,T
take,V,Tomorrow the doctor will take the cast off her arm .,The test grader takes off a point for every misspelled word .,4,3,T
point,N,He stuck the point of the knife into a tree .,He knows my bad points as well as my good points .,3,4,F
spell,V,The workers spell every four hours .,To spell the helmsman .,2,1,F
day,N,I work at night and sleep during the day .,The dawn turned night into day .,8,5,T
develop,V,Develop the rook .,Well - developed breasts .,0,2,F
war,N,The war against crime .,The war on poverty .,1,1,T
come,V,Come out of the closet !,He came through the door .,0,1,T
support,N,The president no longer has the support of his own party .,They developed a scheme of mutual support .,6,6,T
love,N,He has a very complicated love life .,He had n't had any love in months .,5,5,T
number,N,I hope to become one of their number before I die .,"The equation e^i\pi+1=0 includes the most important numbers : 1 , 0 , \pi , i , and e.",7,7,F
cover,V,Cover the grave with flowers .,Cover her face with a handkerchief .,0,0,T
threat,N,His threat to kill me was quite explicit .,Earthquakes are a constant threat in Japan .,1,4,F
sweep,V,Please sweep the floor .,They were swept up by the events .,1,2,F
shot,N,His parting shot was ` drop dead ' .,I caught him with a solid shot to the chin .,2,6,F
song,N,The wheels sang their song as the train rocketed ahead .,The song of bullets was in the air .,4,1,T
appearance,N,"A person makes his appearance as an historian , an artist , or an orator .",David Beckham 's first appearance with the LA Galaxy at Giants Stadium against the New York Red Bulls last night drew a crowd of 66237 .,4,4,T
come,V,Come down here !,He came through the door .,0,1,T
room,N,Hardly enough elbow room to turn around .,There was n't that much elbow room in the aircraft .,3,6,T
degree,N,A remarkable degree of frankness .,There are 360 degrees in a circle .,2,3,F
